PeakID (cmd=annotatePeaks.pl shared_777_mESC_peaks_EGFP_clone2_3_over_21_3163_mm10_vM25.bed mm10),Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
3031,chr9,109095046,109095598,+,0,NA,promoter-TSS (NM_172775),promoter-TSS (NM_172775),-114,NM_172775,235611,,NM_172775,ENSMUSG00000053646,Plxnb1,2900002G15Rik|mKIAA0407,plexin B1,protein-coding
2995,chr9,87671205,87671565,+,0,NA,Intergenic,L1Md_T|LINE|L1,59875,NM_023814,76365,,NM_023814,ENSMUSG00000032419,Tbx18,2810012F10Rik|2810404D13Rik,T-box18,protein-coding
513,chr11,103360331,103361434,+,0,NA,"exon (NM_001205236, exon 3 of 18)","exon (NM_001205236, exon 3 of 18)",2810,NM_183288,544817,,NM_133715,ENSMUSG00000034255,Arhgap27,2310069I04Rik|5730442P18Rik|Gm21552|Sh3d20,Rho GTPase activating protein 27,protein-coding
2051,chr4,129248571,129248861,+,0,NA,promoter-TSS (NM_001033189),promoter-TSS (NM_001033189),-273,NM_001033189,97130,,NM_001033189,ENSMUSG00000050390,Nhsl3,C77080|mKIAA1522,NHS like 3,protein-coding
125,chr1,121327736,121327987,+,0,NA,promoter-TSS (NM_001271531),promoter-TSS (NM_001271531),163,NM_001271532,72999,,NM_133748,ENSMUSG00000003721,Insig2,2900053I11Rik|C730043J18Rik|Insig-2,insulin induced gene 2,protein-coding
867,chr14,34818795,34819860,+,0,NA,promoter-TSS (NM_008166),promoter-TSS (NM_008166),-809,NM_008166,14803,,NM_008166,ENSMUSG00000041078,Grid1,GluD1|GluRdelta1,"glutamate receptor, ionotropic, delta 1",protein-coding
2842,chr8,123596289,123596959,+,0,NA,Intergenic,(CTCG)n|Simple_repeat|Simple_repeat,-30537,NR_046127,100861480,,NR_046127,ENSMUSG00000119748,Gm25018,Rn5s10,"predicted gene, 25018",rRNA
1417,chr19,8252234,8252510,+,0,NA,Intergenic,Intergenic,-33472,NM_001347426,236293,,NM_172776,ENSMUSG00000075044,Slc22a29,D630002G06Rik,solute carrier family 22. member 29,protein-coding
950,chr14,119138186,119138843,+,0,NA,"exon (NM_015820, exon 1 of 2)","exon (NM_015820, exon 1 of 2)",249,NM_015820,50787,,NM_015820,ENSMUSG00000053465,Hs6st3,6OST3|HS6ST-3,heparan sulfate 6-O-sulfotransferase 3,protein-coding
2683,chr8,25785160,25785940,+,0,NA,promoter-TSS (NM_026121),promoter-TSS (NM_026121),-41,NM_026032,67207,,NM_026032,ENSMUSG00000037296,Lsm1,2810025O06Rik|CASM,"LSM1 homolog, mRNA degradation associated",protein-coding
1304,chr18,5751714,5752020,+,0,NA,"intron (NM_001360981, intron 4 of 8)",L1Md_T|LINE|L1,159220,NM_001360981,21417,,NM_011546,ENSMUSG00000024238,Zeb1,3110032K11Rik|AREB6|BZP|MEB1|Nil2|TCF-8|Tcf18|Tcf8|Tw|ZEB|Zfhep|Zfhx1a|Zfx1a|Zfx1ha|[delta]EF1,zinc finger E-box binding homeobox 1,protein-coding
2833,chr8,123580945,123581759,+,0,NA,Intergenic,Intergenic,-15265,NR_046127,100861480,,NR_046127,ENSMUSG00000119748,Gm25018,Rn5s10,"predicted gene, 25018",rRNA
224,chr10,44003446,44004682,+,0,NA,"exon (NM_172393, exon 1 of 20)","exon (NM_172393, exon 1 of 20)",782,NM_172393,11630,,NM_172393,ENSMUSG00000019866,Crybg1,Aim1,crystallin beta-gamma domain containing 1,protein-coding
3124,chrX,135394282,135394546,+,0,NA,Intergenic,L1Md_T|LINE|L1,21130,NM_183320,331529,,NM_183320,ENSMUSG00000094004,Pramel3c,4930481M05|EG331529|Gm5128,PRAME like 3C,protein-coding
163,chr1,167802738,167803230,+,0,NA,"intron (NM_033652, intron 3 of 7)","intron (NM_033652, intron 3 of 7)",113426,NM_033652,110648,,NM_033652,ENSMUSG00000026686,Lmx1a,Lmx1.1|dr|dreher|sst,LIM homeobox transcription factor 1 alpha,protein-coding
798,chr13,98814473,98814817,+,0,NA,"intron (NM_172591, intron 1 of 25)",CpG,804,NM_172591,218503,,NM_172591,ENSMUSG00000041685,Fcho2,5832424M12Rik,FCH domain only 2,protein-coding
2952,chr9,58311516,58313160,+,0,NA,"exon (NM_010729, exon 1 of 7)","exon (NM_010729, exon 1 of 7)",874,NM_010729,16949,,NM_010729,ENSMUSG00000032334,Loxl1,Loxl,lysyl oxidase-like 1,protein-coding
621,chr12,73046230,73046625,+,0,NA,TTS (NR_162772),TTS (NR_162772),285,NM_009189,20471,,NM_009189,ENSMUSG00000051367,Six1,-,sine oculis-related homeobox 1,protein-coding
2084,chr4,137795900,137796300,+,0,NA,"intron (NM_007431, intron 1 of 11)",CpG,284,NM_007431,11647,,NM_007431,ENSMUSG00000028766,Alpl,ALP|APTNAP|Akp-2|Akp2|TNAP|TNSALP,"alkaline phosphatase, liver/bone/kidney",protein-coding
1843,chr3,104961179,104962565,+,0,NA,promoter-TSS (NM_009520),promoter-TSS (NM_009520),-163,NM_009520,22414,,NM_009520,ENSMUSG00000027840,Wnt2b,Wnt13,"wingless-type MMTV integration site family, member 2B",protein-coding
2014,chr4,114925038,114926074,+,0,NA,"exon (NM_015758, exon 1 of 1)","exon (NM_015758, exon 1 of 1)",511,NM_015758,30923,,NM_015758,ENSMUSG00000044518,Foxe3,FREAC8|dyl|rct,forkhead box E3,protein-coding
2393,chr6,103581669,103581988,+,0,NA,"intron (NM_007697, intron 2 of 26)",L1Md_T|LINE|L1,70952,NM_007697,12661,,NM_007697,ENSMUSG00000030077,Chl1,A530023M13Rik|CALL|LICAM2,cell adhesion molecule L1-like,protein-coding
2547,chr7,63757428,63757938,+,0,NA,"exon (NM_130880, exon 14 of 14)","exon (NM_130880, exon 14 of 14)",-138701,NR_166574,102634962,,NR_166574,,Gm27252,-,predicted gene 27252,ncRNA
346,chr11,49609544,49610731,+,0,NA,"intron (NM_008029, intron 1 of 29)",CpG,458,NM_008029,14257,,NM_008029,ENSMUSG00000020357,Flt4,Chy|Flt-4|VEGFR-3|VEGFR3,FMS-like tyrosine kinase 4,protein-coding
2815,chr8,123548786,123549653,+,0,NA,Intergenic,Intergenic,1566,NR_046154,100861501,,NR_046154,ENSMUSG00000118870,Gm22291,Rn5s30,"predicted gene, 22291",rRNA
2553,chr7,66109057,66109334,+,0,NA,promoter-TSS (NM_001081163),promoter-TSS (NM_001081163),-297,NM_001081163,269941,,NM_001081163,ENSMUSG00000032640,Chsy1,skt,chondroitin sulfate synthase 1,protein-coding
1857,chr3,110250168,110250746,+,0,NA,"exon (NM_178891, exon 1 of 1)","exon (NM_178891, exon 1 of 1)",542,NM_178891,99890,,NM_178891,ENSMUSG00000049300,Prmt6,Hrmt1l6,protein arginine N-methyltransferase 6,protein-coding
1498,chr2,19431653,19432386,+,0,NA,Intergenic,CpG,-13644,NM_018809,19213,,NM_018809,ENSMUSG00000026735,Ptf1a,PTF1-p48|PTF1p48|bHLHa29,"pancreas specific transcription factor, 1a",protein-coding
2695,chr8,36612822,36613943,+,0,NA,"intron (NM_001194940, intron 5 of 17)","intron (NM_001194940, intron 5 of 17)",561,NM_015802,50768,,NM_015802,ENSMUSG00000031523,Dlc1,A730069N07Rik|Arhgap7|HP|STARD12|dlc-1,deleted in liver cancer 1,protein-coding
1151,chr16,92498435,92499506,+,0,NA,"exon (NM_172469, exon 1 of 6)","exon (NM_172469, exon 1 of 6)",823,NM_172469,209195,,NM_172469,ENSMUSG00000022949,Clic6,5730466J16Rik|CLIC1L,chloride intracellular channel 6,protein-coding
1168,chr17,3030535,3030830,+,0,NA,Intergenic,Intergenic,53501,NR_003519,328734,,NR_003519,,Pisd-ps2,D030013I16Rik,"phosphatidylserine decarboxylase, pseudogene 2",pseudo
907,chr14,63240603,63241127,+,0,NA,"exon (NM_008092, exon 2 of 7)","exon (NM_008092, exon 2 of 7)",4406,NM_001310610,14463,,NM_008092,ENSMUSG00000021944,Gata4,Gata-4,GATA binding protein 4,protein-coding
1589,chr2,76647461,76648178,+,0,NA,"exon (NM_011871, exon 1 of 8)","exon (NM_011871, exon 1 of 8)",208,NM_011871,23992,,NM_011871,ENSMUSG00000002731,Prkra,PRK|Pact|RAX|lear,"protein kinase, interferon inducible double stranded RNA dependent activator",protein-coding
1341,chr18,37955007,37956344,+,0,NA,promoter-TSS (NM_010411),promoter-TSS (NM_010411),116,NM_153793,225392,,NM_153793,ENSMUSG00000044024,Rell2,4631403P03Rik|ependolin,RELT-like 2,protein-coding
745,chr13,51651574,51652057,+,0,NA,"exon (NM_029279, exon 1 of 17)","exon (NM_029279, exon 1 of 17)",107,NM_029279,75420,,NM_029279,ENSMUSG00000035139,Secisbp2,2210413N07Rik|2810012K13Rik|SBP2,SECIS binding protein 2,protein-coding
996,chr15,75862003,75862661,+,0,NA,promoter-TSS (NM_026960),promoter-TSS (NM_026960),-7,NM_026960,69146,,NM_026960,ENSMUSG00000022575,Gsdmd,1810036L03Rik|DF5L|Dfna5l|GsdmD-1|Gsdmdc1|M2-4,gasdermin D,protein-coding
1960,chr4,59626288,59626673,+,0,NA,"5' UTR (NM_153158, exon 1 of 3)","5' UTR (NM_153158, exon 1 of 3)",269,NM_153158,230259,,NM_153158,ENSMUSG00000045071,E130308A19Rik,-,RIKEN cDNA E130308A19 gene,protein-coding
1576,chr2,73279273,73279534,+,0,NA,Intergenic,Intergenic,7477,NM_001005343,381373,,NM_001005343,ENSMUSG00000068859,Sp9,-,trans-acting transcription factor 9,protein-coding
2488,chr7,27355573,27357004,+,0,NA,promoter-TSS (NM_138676),promoter-TSS (NM_138676),-280,NM_138676,192192,,NM_138676,ENSMUSG00000089832,Shkbp1,B930062H15Rik|Sb1,Sh3kbp1 binding protein 1,protein-coding
497,chr11,101465607,101466174,+,0,NA,"exon (NM_012037, exon 1 of 6)","exon (NM_012037, exon 1 of 6)",309,NM_012037,26949,,NM_012037,ENSMUSG00000034993,Vat1,VAT-1,vesicle amine transport 1,protein-coding
1185,chr17,23644783,23645396,+,0,NA,"5' UTR (NM_001033339, exon 1 of 10)","5' UTR (NM_001033339, exon 1 of 10)",180,NM_001033339,240047,,NM_001033339,ENSMUSG00000023903,Mmp25,F730048C11Rik|Leukolysin|MMP20|MT6-MMP,matrix metallopeptidase 25,protein-coding
2533,chr7,45466639,45466880,+,0,NA,"exon (NM_007527, exon 1 of 6)","exon (NM_007527, exon 1 of 6)",139,NM_007527,12028,,NM_007527,ENSMUSG00000003873,Bax,-,BCL2-associated X protein,protein-coding
198,chr10,12941354,12942024,+,0,NA,"exon (NM_001163591, exon 2 of 2)","exon (NM_001163591, exon 2 of 2)",-18562,NR_038027,320273,,NR_038027,ENSMUSG00000097378,B230208H11Rik,-,RIKEN cDNA B230208H11 gene,ncRNA
1000,chr15,76034196,76035066,+,0,NA,"intron (NM_001370920, intron 5 of 13)",CpG-4984,-20295,NM_134087,105732,,NM_134087,ENSMUSG00000046761,Fam83h,-,"family with sequence similarity 83, member H",protein-coding
231,chr10,52381719,52382129,+,0,NA,"5' UTR (NM_001199272, exon 1 of 9)","5' UTR (NM_001199272, exon 1 of 9)",200,NM_053187,94221,,NM_053187,ENSMUSG00000019861,Gopc,2210402P09Rik|CAL|FIG|GOPC1|PIST,golgi associated PDZ and coiled-coil motif containing,protein-coding
1620,chr2,109693306,109693969,+,0,NA,promoter-TSS (NM_001316310),promoter-TSS (NM_001316310),74,NM_001048142,12064,,NM_007540,ENSMUSG00000048482,Bdnf,-,brain derived neurotrophic factor,protein-coding
600,chr12,55155285,55155581,+,0,NA,"5' UTR (NM_001100109, exon 1 of 16)","5' UTR (NM_001100109, exon 1 of 16)",120,NM_001100110,100101806,,NM_001100110,ENSMUSG00000079108,Srp54c,E330029E12Rik,signal recognition particle 54C,protein-coding
2288,chr6,3320299,3320762,+,0,NA,Intergenic,Intergenic,32011,NR_036696,667335,,NR_036696,ENSMUSG00000106779,Gm8579,EG667335,spermatogenesis associated glutamate (E)-rich protein 4a pseudogene,pseudo
1188,chr17,23785477,23786334,+,0,NA,"intron (NM_001357140, intron 1 of 2)",CpG,176,NM_029798,76917,,NM_029798,ENSMUSG00000023911,Flywch2,2810417J12Rik|3010014L17Rik,FLYWCH family member 2,protein-coding
1528,chr2,31572188,31572466,+,0,NA,promoter-TSS (NM_001290548),promoter-TSS (NM_001290548),-324,NM_001033389,320267,,NM_001033389,ENSMUSG00000026843,Fubp3,A330051M14Rik|FBP3|Marta2,far upstream element (FUSE) binding protein 3,protein-coding
2623,chr7,126928543,126928863,+,0,NA,promoter-TSS (NM_172747),promoter-TSS (NM_172747),-176,NM_172747,233877,,NM_172747,ENSMUSG00000030685,Kctd13,1500003N18Rik|PDIP1alpha|Pdip1|Poldip1,potassium channel tetramerisation domain containing 13,protein-coding
1869,chr3,122985429,122985735,+,0,NA,Intergenic,Intergenic,-1135,NM_133857,99526,,NM_133857,ENSMUSG00000039701,Usp53,Phxr3|Sp6|mKIAA1350|mbo,ubiquitin specific peptidase 53,protein-coding
1892,chr3,144381101,144381412,+,0,NA,Intergenic,Intergenic,-176001,NM_010723,16911,,NM_010723,ENSMUSG00000028266,Lmo4,A730077C12Rik|Crp3|Etohi4,LIM domain only 4,protein-coding
2681,chr8,25017327,25017643,+,0,NA,promoter-TSS (NM_007404),promoter-TSS (NM_007404),274,NM_027194,69742,,NM_027194,ENSMUSG00000031556,Tm2d2,2410018G23Rik|Blp1,TM2 domain containing 2,protein-coding
174,chr1,172562370,172562521,+,0,NA,"intron (NM_177723, intron 6 of 6)",L2c|LINE|L2,2539,NR_027644,240916,,NM_177723,ENSMUSG00000049598,Vsig8,A030011M19|EG240916,V-set and immunoglobulin domain containing 8,protein-coding
1906,chr4,3678354,3678657,+,0,NA,"intron (NM_010747, intron 1 of 12)",CpG,384,NM_001111096,17096,,NM_010747,ENSMUSG00000042228,Lyn,Hck-2|p53Lyn|p56Lyn,"LYN proto-oncogene, Src family tyrosine kinase",protein-coding
1448,chr19,37206989,37207245,+,0,NA,promoter-TSS (NM_001164336),promoter-TSS (NM_001164336),354,NM_001290827,208922,,NM_198300,ENSMUSG00000039652,Cpeb3,4831444O18Rik|CPE-BP3|mKIAA0940,cytoplasmic polyadenylation element binding protein 3,protein-coding
2880,chr9,3034390,3035225,+,0,NA,Intergenic,GSAT_MM|Satellite|Satellite,3936,NR_039546,100628572,,NR_039546,ENSMUSG00000106183,Mir101c,mir-101c|mmu-mir-101c,microRNA 101c,ncRNA
651,chr12,91589793,91590057,+,0,NA,promoter-TSS (NM_031391),promoter-TSS (NM_031391),-276,NM_031391,83602,,NM_031391,ENSMUSG00000020962,Gtf2a1,6330549H03Rik|TfIIAa/b|Tfiia1,"general transcription factor II A, 1",protein-coding
1054,chr15,99098651,99099228,+,0,NA,promoter-TSS (NM_176835),promoter-TSS (NM_176835),-545,NM_176835,72778,,NM_176835,ENSMUSG00000038009,Dnajc22,2810451A06Rik,DnaJ heat shock protein family (Hsp40) member C22,protein-coding
52,chr1,36770763,36771239,+,0,NA,"exon (NM_009539, exon 2 of 13)","exon (NM_009539, exon 2 of 13)",4067,NM_001289765,22637,,NM_009539,ENSMUSG00000026117,Zap70,Srk|ZAP-70|mrtle|mur,zeta-chain (TCR) associated protein kinase,protein-coding
1214,chr17,30611734,30612361,+,0,NA,"intron (NM_025374, intron 1 of 5)","intron (NM_025374, intron 1 of 5)",612,NM_001113560,109801,,NM_025374,ENSMUSG00000024026,Glo1,0610009E22Rik|1110008E19Rik|2510049H23Rik|GLY1|Glo-1|Glo-1r|Glo-1s|Glo1-r|Glo1-s|Qglo,glyoxalase 1,protein-coding
2690,chr8,32008755,32009418,+,0,NA,"exon (NM_001364421, exon 1 of 13)","exon (NM_001364421, exon 1 of 13)",418,NM_001364421,211323,,NM_178591,ENSMUSG00000062991,Nrg1,6030402G23Rik|ARIA|D230005F13Rik|GGF|GGFII|HRG|HRGalpha|Hgl|NDF|Pro-NRG1|SMDF,neuregulin 1,protein-coding
134,chr1,133164004,133164350,+,0,NA,Intergenic,CpG,33011,NM_133819,108954,,NM_133819,ENSMUSG00000046062,Ppp1r15b,1810033K10Rik|C530022L24Rik|CReP,"protein phosphatase 1, regulatory subunit 15B",protein-coding
936,chr14,79768121,79771263,+,0,NA,promoter-TSS (NR_154550),promoter-TSS (NR_154550),-216,NR_154550,102633266,,NR_154549,ENSMUSG00000102774,Gm9748,-,predicted gene 9748,ncRNA
2388,chr6,99693119,99693440,+,0,NA,"exon (NM_008158, exon 1 of 1)","exon (NM_008158, exon 1 of 1)",912,NM_008158,14761,,NM_008158,ENSMUSG00000072875,Gpr27,-,G protein-coupled receptor 27,protein-coding
149,chr1,155244074,155245038,+,0,NA,promoter-TSS (NM_001370865),promoter-TSS (NM_001370865),-24,NM_001370865,207792,,NM_001370865,ENSMUSG00000033722,BC034090,6820428L09|mKIAA1614,cDNA sequence BC034090,protein-coding
2970,chr9,66919315,66919605,+,0,NA,"intron (NM_173413, intron 1 of 7)",CpG,245,NM_173413,235442,,NM_173413,ENSMUSG00000036943,Rab8b,5930437D16|D330025I23Rik,"RAB8B, member RAS oncogene family",protein-coding
1059,chr15,99583693,99584525,+,0,NA,"3' UTR (NM_009699, exon 4 of 4)","3' UTR (NM_009699, exon 4 of 4)",5053,NM_009699,11827,,NM_009699,ENSMUSG00000023013,Aqp2,AQP-CD|WCH-CD|cph|jpk,aquaporin 2,protein-coding
995,chr15,75746749,75748188,+,0,NA,"exon (NM_194350, exon 1 of 1)","exon (NM_194350, exon 1 of 1)",853,NM_194350,378435,,NM_194350,ENSMUSG00000047591,Mafa,RIPE3b1,MAF bZIP transcription factor A,protein-coding
2284,chr5,149678139,149678672,+,0,NA,"intron (NM_001081204, intron 1 of 14)",CpG,175,NM_001081204,381694,,NM_001081204,ENSMUSG00000051950,B3glct,B3galtl|Gm1057|beta3Glc-T,beta-3-glucosyltransferase,protein-coding
722,chr13,32802059,32802973,+,0,NA,"exon (NM_030215, exon 1 of 7)","exon (NM_030215, exon 1 of 7)",486,NM_030215,78903,,NM_030215,ENSMUSG00000021400,Wrnip1,4833444L21Rik|WHIP|Wrnip,Werner helicase interacting protein 1,protein-coding
2865,chr8,128685727,128686347,+,0,NA,"intron (NM_010578, intron 1 of 15)",CpG,383,NM_010578,16412,,NM_010578,ENSMUSG00000025809,Itgb1,4633401G24Rik|CD29|Fnrb|Gm9863|gpIIa,integrin beta 1 (fibronectin receptor beta),protein-coding
1616,chr2,105126152,105127419,+,0,NA,promoter-TSS (NR_015462),promoter-TSS (NR_015462),256,NM_144783,22431,,NM_144783,ENSMUSG00000016458,Wt1,D630046I19Rik|Wt-1,WT1 transcription factor,protein-coding
1489,chr2,11501570,11501872,+,0,NA,"5' UTR (NM_133232, exon 1 of 15)","5' UTR (NM_133232, exon 1 of 15)",369,NM_001177755,170768,,NM_133232,ENSMUSG00000026773,Pfkfb3,E330010H22Rik|iPFK-2|uPFK-2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",protein-coding
306,chr10,128368341,128368717,+,0,NA,"intron (NM_001081040, intron 1 of 4)",CpG,451,NM_001374700,210582,,NM_001081040,ENSMUSG00000039914,Coq10a,Gm1,coenzyme Q10A,protein-coding
1678,chr2,152143360,152144019,+,0,NA,promoter-TSS (NM_009328),promoter-TSS (NM_009328),80,NM_009328,21407,,NM_009328,ENSMUSG00000068079,Tcf15,Meso1|bHLH-EC2,transcription factor 15,protein-coding
1692,chr2,157078168,157078930,+,0,NA,"exon (NM_001164663, exon 1 of 15)","exon (NM_001164663, exon 1 of 15)",716,NM_001164663,320706,,NM_001164663,ENSMUSG00000055485,Mtcl2,9830001H06Rik|D430036N24Rik|Soga|Soga1,microtubule crosslinking factor 2,protein-coding
603,chr12,56520888,56521264,+,0,NA,"intron (NR_045082, intron 1 of 6)","intron (NR_045082, intron 1 of 6)",8344,NR_045082,104798,,NR_045082,ENSMUSG00000112343,Sfta3-ps,E030019B13Rik|Nanci,"surfactant associated 3, pseudogene",ncRNA
2286,chr5,150952376,150953550,+,0,NA,"exon (NM_013823, exon 1 of 5)","exon (NM_013823, exon 1 of 5)",356,NM_013823,16591,,NM_013823,ENSMUSG00000058488,Kl,alpha-kl,klotho,protein-coding
2449,chr7,3887258,3887627,+,0,NA,"intron (NM_001166672, intron 8 of 9)",L1Md_T|LINE|L1,10650,NM_011091,18727,,NM_011091,,Pira4,6M7,paired-Ig-like receptor A4,protein-coding
2720,chr8,70609453,70610131,+,0,NA,Intergenic,CpG,-1478,NM_001372475,76900,,NM_133772,ENSMUSG00000070003,Ssbp4,1210002E11Rik|Ssdp4|Sspb4,single stranded DNA binding protein 4,protein-coding
2713,chr8,69399219,69399995,+,0,NA,Intergenic,CpG,-4063,NR_038043,378466,,NM_194351,ENSMUSG00000110444,Gm10033,9330175B10Rik|E230024E03Rik|Gm10311,predicted gene 10033,protein-coding
1991,chr4,99663009,99663189,+,0,NA,Intergenic,Intergenic,6800,NM_010425,15221,,NM_010425,ENSMUSG00000067261,Foxd3,CWH3|Genesis|Hfh2,forkhead box D3,protein-coding
545,chr11,117265562,117267031,+,0,NA,promoter-TSS (NM_001113487),promoter-TSS (NM_001113487),50,NM_001113487,53860,,NM_017380,ENSMUSG00000059248,Septin9,MSF1|Msf|PNUTL4|Sept9|Sint1,septin 9,protein-coding
1336,chr18,35919164,35919455,+,0,NA,TTS (NR_165175),TTS (NR_165175),6177,NR_165176,115488923,,NR_165175,ENSMUSG00000118347,C330008A17Rik,-,RIKEN cDNA C330008A17 gene,ncRNA
2143,chr5,23831103,23831562,+,0,NA,Intergenic,CpG,12813,NM_025394,66169,,NM_025394,ENSMUSG00000028998,Tomm7,1110020J08Rik|Tom7,translocase of outer mitochondrial membrane 7,protein-coding
2172,chr5,38276896,38278106,+,0,NA,promoter-TSS (NM_172709),promoter-TSS (NM_172709),97,NM_172709,21906,,NM_172709,ENSMUSG00000051596,Otop1,A530025J20Rik|Otp1|tlt,otopetrin 1,protein-coding
354,chr11,52167004,52168198,+,0,NA,Intergenic,B1_Mus2|SINE|Alu,-9694,NR_034155,257871,,NR_034155,,Or2y7,GA_x5J8B7TR6JS-3-632|MOR256-54P|NP_TR6JSE50FPA|Olfr1372|Olfr1372-ps1,olfactory receptor family 2 subfamily Y member 7,pseudo
2737,chr8,80878991,80880705,+,0,NA,"5' UTR (NM_021356, exon 1 of 10)","5' UTR (NM_021356, exon 1 of 10)",631,NM_021356,14388,,NM_021356,ENSMUSG00000031714,Gab1,-,growth factor receptor bound protein 2-associated protein 1,protein-coding
917,chr14,69162043,69162435,+,0,NA,Intergenic,(CCCTAA)n|Simple_repeat|Simple_repeat,-9563,NM_010920,18092,,NM_010920,ENSMUSG00000044186,Nkx2-6,Nkx-2.6|Nkx2.6|Tix|tinman,NK2 homeobox 6,protein-coding
362,chr11,57645465,57646014,+,0,NA,"intron (NM_134189, intron 1 of 11)","intron (NM_134189, intron 1 of 11)",297,NM_134189,171212,,NM_134189,ENSMUSG00000020520,Galnt10,C330012K04Rik|GalNAc-T10|GalNAc-T9|Galnt9|ppGaNTase,polypeptide N-acetylgalactosaminyltransferase 10,protein-coding
381,chr11,67455562,67455929,+,0,NA,Intergenic,CpG,-77253,NM_008088,14457,,NM_008088,ENSMUSG00000033066,Gas7,B230343A10Rik|Gas7-cb,growth arrest specific 7,protein-coding
2749,chr8,84784634,84784841,+,0,NA,"intron (NM_001371053, intron 1 of 10)",CpG,-4655,NM_001371060,18032,,NM_010906,ENSMUSG00000001911,Nfix,CTF|NF-I/X|NF1-X|NFI-X,nuclear factor I/X,protein-coding
3142,chrX,163909008,163909736,+,0,NA,"intron (NR_165469, intron 1 of 1)",CpG,159,NR_165469,115489151,,NR_165469,,Gm52456,-,"predicted gene, 52456",ncRNA
1715,chr2,167932554,167933146,+,0,NA,"intron (NM_011201, intron 1 of 8)","intron (NM_011201, intron 1 of 8)",523,NM_011201,19246,,NM_011201,ENSMUSG00000027540,Ptpn1,PTP-1B|PTP-HA2|PTP1B,"protein tyrosine phosphatase, non-receptor type 1",protein-coding
679,chr12,111038409,111038959,+,0,NA,promoter-TSS (NM_198023),promoter-TSS (NM_198023),-683,NM_198023,217864,,NM_198023,ENSMUSG00000037896,Rcor1,5730409O11|6720480E22Rik|D12Wsu95e|Rocr1|mKIAA0071,REST corepressor 1,protein-coding
2319,chr6,36388245,36388878,+,0,NA,promoter-TSS (NR_015589),promoter-TSS (NR_015589),-327,NR_015589,319472,,NM_001033377,ENSMUSG00000073154,9330158H04Rik,-,RIKEN cDNA 9330158H04 gene,ncRNA
661,chr12,101718143,101718501,+,0,NA,"intron (NM_001082976, intron 1 of 11)",CpG,201,NM_001082976,74413,,NM_028924,ENSMUSG00000021187,Tc2n,4933406D09Rik|Mtac2d1|Tac2-N,"tandem C2 domains, nuclear",protein-coding
3046,chr9,119357464,119357906,+,0,NA,"exon (NM_001033209, exon 1 of 19)","exon (NM_001033209, exon 1 of 19)",304,NM_001033209,102448,,NM_001033209,ENSMUSG00000035769,Xylb,-,xylulokinase homolog (H. influenzae),protein-coding
1852,chr3,108554146,108554548,+,0,NA,promoter-TSS (NR_028538),promoter-TSS (NR_028538),55,NR_028538,100217438,,NR_028538,,Scarna2,MBII-382,small Cajal body-specific RNA 2,ncRNA
2201,chr5,75155448,75155855,+,0,NA,promoter-TSS (NM_001083316),promoter-TSS (NM_001083316),-515,NM_001083316,18595,,NM_011058,ENSMUSG00000029231,Pdgfra,CD140a|Pdgfr-2,"platelet derived growth factor receptor, alpha polypeptide",protein-coding
747,chr13,53285473,53286394,+,0,NA,"5' UTR (NM_013846, exon 1 of 9)","5' UTR (NM_013846, exon 1 of 9)",191,NM_013846,26564,,NM_013846,ENSMUSG00000021464,Ror2,Ntrkr2,receptor tyrosine kinase-like orphan receptor 2,protein-coding
2769,chr8,95352595,95352924,+,0,NA,"5' UTR (NM_008609, exon 1 of 10)","5' UTR (NM_008609, exon 1 of 10)",463,NM_008609,17388,,NM_008609,ENSMUSG00000031790,Mmp15,MT-MMP 2|MT2-MMP,matrix metallopeptidase 15,protein-coding
